identifiant	Regime_prioritaire	Regime_particulier	Arrondissement	Zone_Residentielle	Tarification	Type_de_voie	Nom_de_la_voie	Parite	Longueur	Longueur_calculee	Signalisation_horizontale	Signalisation_verticale	Conformite_signalisation	Plage_horaire_1-Debut	Plage_horaire_1-Fin	Plage_horaire_2-Debut	Plage_horaire_2-Fin	Date_du_releve	Derniere_date_edition	Code_Voie_Ville_de_Paris	Numero_Sequentiel_Tronçon_Voie	Zone_ASP	Numero_Section_Territoriale_de_Voirie	geo_point_2d
776701D20140306162933	INTERDIT	Stationnement_genant	18	18F	2.40	RUE	POULBOT	Pair	38.09	38.09	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-29	7740	750598583	18Z3	5	48.8868257617,2.33972458142
991909D20111125122312	LIVRAISON_BUS	Livraison_BUS				RUE_DE	VOUILLE	Pair	42,73604435	42,73604435	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-09-19	9886	750616142			48.8334127214,2.30955964013
328909G20140213122628	INTERDIT	Stationnement_simple	15	15P	2.40	RUE_DES	ENTREPRENEURS	Impair	18.29	18.29	Presente	Absente	Conforme					2020-08-31	2017-10-17	3313	1750612973	15Z3	3	48.8439172673,2.29250007697
621301D20101207091834	INTERDIT	Arret_vigipirate_perennise	14	14K	2.40	RUE	MAURICE_ROUVIER	Pair	69.96	69.96	Abime	Avec_panonceau	Conforme					2020-08-31	2017-08-25	6127	750616943	14Z1B	2	48.8305890813,2.31050993405
073602G20140220144001	INTERDIT	Stationnement_genant	13	13L	2.40	RUE	BAUDRICOURT	Impair	40.41	40.41	Absente	Avec_panonceau	Conforme					2020-07-07	2020-07-29	720	1750617888	13Z4	8	48.8269767675,2.36399995583
615509G20150527155422	INTERDIT	Arret_simple	13	13N	2.40	BOULEVARD	MASSENA	Inconnu	6.44	6.44	Absente	Absente	Non_conforme					2020-07-22	2020-08-13	6072	750595619	13Z6	8	48.82163293,2.36968875629
984116D20111209141712	LIVRAISON_BUS	Livraison_BUS	17	17N	2,4	AVENUE_DE	VILLIERS	Pair	129,48578827	129,48578827	Presente	Avec_panonceau	SH_Non-conforme	19:30	07:30	09:30	16:30	2020-08-28	2020-09-02	9819	750598896	17ZC	5	48.8853359174,2.29468078761
078502D20110606110425	INTERDIT	Stationnement_genant	7	7L	4.00	RUE_DE	BEAUNE	Pair	59.30	59.30	Absente	Sans_panonceau	SV_Non-conforme					2020-08-07	2020-08-18	782	750608023	07Z3	3	48.8582345643,2.32946230727
7873	INTERDIT	Arret_Pompiers	16	16X	2.40			Pair	10.07	10.07	Absente	Avec_panonceau	Non_conforme					2020-08-11	2020-08-20	2081	750613391	16Z5	4	48.8424941649,2.25247249411
663103D20131227135519	INTERDIT	Stationnement_genant	16	16M	2.40	CHAUSSEE_LA	MUETTE	Pair	18.73	18.73	Absente	Absente	SV_Non-conforme					2020-08-11	2020-08-21	6571	750607875	16Z3	4	48.85833802,2.2724056059
7865	INTERDIT	Stationnement_genant	12	12P	2.40			Pair	42.38	42.38	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-17	8905	750612659	12ZF	8	48.8445939078,2.40505937415
556801D20111117115358	INTERDIT	Stationnement_simple	15	15K	2.40	RUE	LEON_LHERMITTE	Inconnu	7.95	7.95	Presente	Absente	Conforme					2020-08-31	2017-09-04	5497	750613292	15Z3	3	48.842754968,2.29542020188
7853	INTERDIT	Stationnement_genant	20	20K	2.40			Impair	111.35	111.35	Absente	Absente	SV_Non-conforme					2020-07-28	2020-08-14	2137	1750608559	20Z5	7	48.856759286,2.40637606212
014306G20111122103030	INTERDIT	Stationnement_simple	14	14J	2.40	RUE_D	ALESIA	Impair	10.56	10.56	Presente	Absente	Conforme					2020-08-31	2017-08-24	170	1750617558	14Z2B	2	48.8277696143,2.33222671562
7885	INTERDIT	Stationnement_genant	20	20J	2.40			Inconnu	41.88	41.88	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-20	7652	1750594938	20Z6	7	48.8539363401,2.41247521093
224102G20101220123800	INTERDIT	Stationnement_genant	14	14J	2.40	RUE_DU	COMMANDEUR	Impair	5.28	5.28	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-24	2242	1750617392	14Z2A	2	48.8283812501,2.33113115433
7923	INTERDIT	Arret_vigipirate_perennise	18	18H	2.40			Pair	34.19	34.19	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-21	7538	750598778	18Z2	5	48.8858008713,2.35264197638
472602G20111205122620	INTERDIT	Stationnement_genant	7	7M	4.00	BOULEVARD_DES	INVALIDES	Impair	13.60	13.60	Presente	Avec_panonceau	Conforme					2020-08-06	2020-08-18	4639	1750609414	07Z3	3	48.8546655617,2.31494124402
7941	INTERDIT	Stationnement_genant	18	18K	2.40			Impair	63.00	63.00	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-21	1772	1750596886	18Z2	5	48.8951578403,2.35882578891
344902G20111201121900	INTERDIT	Arret_vigipirate_perennise	20	20E	2.40	RUE_D	EUPATORIA	Impair	23.77	23.77	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-01	3475	1750603771	20Z1	7	48.8688866442,2.38753151033
7997	INTERDIT	Stationnement_genant	20	20N	2.40			Impair	69.56	69.56	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-22	Y864	750601623	20Z3	7	48.8758291201,2.40662083728
748406G20110817141833	INTERDIT	Stationnement_genant	9	9F	4.00	RUE	JEAN_BAPTISTE_PIGALLE	Impair	29.45	29.45	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-27	4773	1750599979	1	1	48.8817776656,2.33687356066
8044	INTERDIT	Stationnement_simple	16	16I	2.40			Pair	15.25	15.25	Presente	Absente	Conforme					2020-08-31	2017-11-24	5055	750605953	16Z2	4	48.8648782271,2.28845775901
477105D20110524104026	INTERDIT	Stationnement_simple	6	6E	4.00	RUE	JACOB	Pair	9.89	9.89	Presente	Avec_panonceau	Non_conforme					2020-07-22	2020-08-11	4703	750608780	06Z1	2	48.8562693405,2.3318487546
8049	INTERDIT	Stationnement_simple	16	16I	2.40			Pair	4.42	4.42	Presente	Absente	Conforme					2020-08-31	2017-11-24	Y566	750594654	16Z2	4	48.8683598344,2.29098715712
402901D20110912105509	INTERDIT	Stationnement_simple	16	16Y	2.40	RUE_DU	GENERAL_DELESTRAINT	Pair	21.35	21.35	Presente	Absente	Conforme					2020-08-31	2017-09-25	4023	750595129	16Z5	4	48.8424435747,2.25841923404
8054	INTERDIT	Stationnement_simple	16	16I	2.40			Pair	5.70	5.70	Presente	Absente	Conforme					2020-08-31	2017-11-24	5055	750594662	16Z2	4	48.867762116,2.29055771889
620902D20101208144541	INTERDIT	Stationnement_genant	14	14M	2.40	RUE	MAURICE_RIPOCHE	Pair	56.70	56.70	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-31	6124	750616179	14Z1A	2	48.8336585501,2.32203191876
8053	INTERDIT	Stationnement_genant	11	11L	4.00			Impair	15.35	15.35	Absente	Avec_panonceau	Conforme					2020-07-27	2020-08-14	8232	1750609000	11Z4	7	48.8549673547,2.39381702661
8098	LIVRAISON_BUS	Livraison_BUS	15	15T	2,4			Impair	80,75198034	80,75198034	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-11-27	9671	1750615638	15Z6	3	48.8351307661,2.29225855917
8106	INTERDIT	Stationnement_genant	15	15T	2.40			Impair	33.51	33.51	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-27	5874	1750616106	15Z6	3	48.8336809849,2.29398069449
8147	INTERDIT	Arret_vigipirate_non_perennise	19	19K	2.40			Impair	19.89	19.89	Presente	Absente	SV_Non-conforme					2020-08-31	2017-11-28	6895	1750598504	19Z3	6	48.8875585167,2.3845471733
8154	INTERDIT	Stationnement_simple	15	15R	2.40			Pair	5.21	5.21	Presente	Absente	Conforme					2020-08-31	2017-11-28	8755	750616023	15Z7	3	48.8337605893,2.30904815452
8162	INTERDIT	Arret_vigipirate_perennise	18	18P	2.40			Impair	6.66	6.66	Absente	Absente	SV_Non-conforme					2020-08-17	2020-08-28	834	1750596646	18Z7	5	48.8964905472,2.33643453507
8173	INTERDIT	Stationnement_genant	15	15J	2.40			Pair	42.91	42.91	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-29	2356	750614542	15Z8	3	48.838697343,2.31504083802
8195	INTERDIT	Stationnement_genant	18	18R	2.40			Pair	90.16	90.16	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-29	9675	750596622	18Z7	5	48.8970910753,2.32984513147
8212	INTERDIT	Stationnement_genant	16	16P	2.40			Impair	3.82	3.82	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-04	8068	1750609396	16Z4	4	48.8539777559,2.27790188869
8208	INTERDIT	Stationnement_genant	18	18P	2.40			Impair	14.29	14.29	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-29	834	1750596758	18Z7	5	48.8958787887,2.33160854115
8201	INTERDIT	Stationnement_genant	14	14F	2.40			Impair	64.98	64.98	Absente	Avec_panonceau	Conforme					2020-08-26	2020-08-27	1328	1750618287	14Z1B	2	48.825184798,2.31713076069
8259	INTERDIT	Stationnement_genant	15	15R	2.40			Pair	48.02	48.02	Absente	Avec_panonceau	Conforme					2020-08-04	2020-08-25	227	750615167	15Z7	3	48.8364304852,2.30590908399
8288	INTERDIT	Stationnement_genant	12	12F	2.40			Inconnu	62.68	62.68	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-30	1696	1750613126	12ZD	8	48.8437532464,2.37810545451
8328	INTERDIT	Stationnement_simple	13	13L	2.40			Impair	7.42	7.42	Abime	Absente	Non_conforme					2020-07-09	2020-07-29	4682	1750617868	13Z3	8	48.827376427,2.35700543791
8348	INTERDIT	Stationnement_genant	15	15R	2.40			Inconnu	16.82	16.82	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-01	4110	750614188	15Z7	3	48.8399940757,2.29814450391
8349	INTERDIT	Stationnement_genant	15	15R	2.40			Impair	11.55	11.55	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-01	1521	1750614187	15Z7	3	48.8398552205,2.29845466163
8397	INTERDIT	Arret_Pompiers	16	16T	2.40			Impair	6.46	6.46	Absente	Avec_panonceau	Non_conforme					2020-08-31	2017-12-04	1160	1750610116	16Z4	4	48.8522757781,2.27651493168
8401	INTERDIT	Stationnement_simple	16	16T	2.40			Impair	2.36	2.36	Presente	Absente	Conforme					2020-08-31	2017-12-04	9231	1750610662	16Z4	4	48.8507384362,2.27434320725
8409	INTERDIT	Stationnement_simple	16	16H	2.40			Pair	4.20	4.20	Presente	Absente	Conforme					2020-08-31	2017-12-05	4603	750605050	16Z2	4	48.8653957966,2.29444101837
8428	INTERDIT	Arret_simple	16	16F	2.40			Inconnu	345.98	345.98	Abime	Absente	Non_conforme					2020-08-10	2020-08-19	3711	1750602837	16Z1	4	48.8723262923,2.28204062256
8506	INTERDIT	Stationnement_genant	18	18F	2.40			Pair	111.99	111.99	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-06	9002	750598059	18Z6	5	48.8887339916,2.33898566812
8512	INTERDIT	Stationnement_simple	16	16P	2.40			Impair	8.20	8.20	Presente	Absente	Conforme					2020-08-31	2017-12-06	7015	1750608015	16Z4	4	48.8579780138,2.28154866821
8550	LIVRAISON_BUS	Livraison_BUS	15	15S	2.40			Impair	56.64	56.64	Absente	Avec_panonceau	Conforme					2020-08-04	2020-08-19	9671	1750615110	15Z7	3	48.836657749,2.29538748763
8567	INTERDIT	Stationnement_genant	5	5J	4.00			Pair	17.26	17.26	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-07	6374	750611832	05Z1	2	48.8472534015,2.34821773634
8544	INTERDIT	Stationnement_genant	15	15V	2.40			Impair	6.50	6.50	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-07	131	1750614883	15Z7	3	48.8385171885,2.29509797827
8606	INTERDIT	Stationnement_genant	10	10E	4.00			Impair	160.22	160.22	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-08	4954	1750602115	10Z4	6	48.8741913011,2.37142992047
8621	INTERDIT	Stationnement_genant	18	18P	2.40			Impair	23.94	23.94	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-11	2527	1750596694	18Z7	5	48.8962437217,2.33814177076
774003D20100520164452	INTERDIT	Stationnement_simple	5	5E	4.00	BOULEVARD_DE	PORT_ROYAL	Pair	30.06	30.06	Presente	Absente	Conforme					2020-08-31	2017-08-02	7710	750614916	05Z3	2	48.8374906369,2.34663040335
8631	LIVRAISON_BUS	Livraison_BUS	20	20E	2,4			Impair	11,86097204	11,86097204	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-07-28	2020-08-14	7897	1750602887	20Z2	7	48.8719385452,2.39182532206
464501G20131112154542	INTERDIT	Stationnement_genant	8	8G	4.00	AVENUE	HOCHE	Impair	24.65	24.65	Absente	Avec_panonceau	Conforme					2020-08-12	2020-08-27	4562	1750601296	08Z2	5	48.8774194859,2.30401165764
8648	INTERDIT	Stationnement_genant	18	18P	2.40			Impair	7.48	7.48	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-11	7532	1750597093	18Z5	5	48.8937756525,2.33880782674
297403D20110812133920	INTERDIT	Stationnement_genant	18	18N	2.40	RUE	DUHESME	Inconnu	8.16	8.16	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-29	8256	1750620158	18Z5	5	48.8913310855,2.33984974397
4675	INTERDIT	Arret_vigipirate_non_perennise	16	16K	2.40			Pair	9.88	9.88	Presente	Avec_panonceau	Conforme					2020-08-31	2017-12-07	7544	750605199	16Z3	4	48.8654850321,2.27929342836
168602D20100726155725	INTERDIT	Stationnement_genant	10	10E	4.00	RUE_DU	CHALET	Pair	105.17	105.17	Absente	Avec_panonceau	Conforme					2020-08-18	2020-08-26	1686	750602344	10Z4	6	48.8739237353,2.37319530891
4686	INTERDIT	Stationnement_genant	4	4E	4.00			Pair	60.70	60.70	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-12	1633	750609826	04Z3	1	48.8527829846,2.35943197619
718602D20110927110039	INTERDIT	Arret_vigipirate_perennise	16	16F	2.40	RUE	PAUL_VALERY	Pair	40.40	40.40	Abime	Avec_panonceau	Conforme					2020-08-31	2017-09-05	7125	750603504	16Z1	4	48.8703658295,2.289891024
4690	INTERDIT	Stationnement_genant	4	34F	4.00			Pair	71.46	71.46	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-12	4513	750610471	04Z3	1	48.8512992456,2.36147539118
431407G20111124125030	INTERDIT	Stationnement_simple	7	7M	4.00	RUE_DE	GRENELLE	Impair	4.33	4.33	Presente	Absente	Conforme					2020-08-31	2017-06-14	4276	1750608784	07Z3	3	48.856068045,2.32231509183
4730	INTERDIT	Stationnement_genant	16	16R	2.40			Pair	69.52	69.52	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-12	5351	750610107	16Z5	4	48.851811763,2.26156297616
790426D20140219112855	INTERDIT	Stationnement_genant	20	20R	2.40	RUE_DES	PYRENEES	Pair	12.39	12.39	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-02	7897	750604105	20Z2	7	48.8690096774,2.39556553797
4770	INTERDIT	Stationnement_simple	16	16W	2.40			Pair	57.91	57.91	Absente	Avec_panonceau	Non_conforme					2020-08-10	2020-08-18	7397	750610730	16Z5	4	48.8503972316,2.26494605699
644405D20110525161920	INTERDIT	Stationnement_genant				RUE	MONSIEUR_LE_PRINCE	Pair	33.11	33.11	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-08	6370	750611648			48.8479582982,2.34086829014
4783	INTERDIT	Stationnement_genant	15	15V	2.40			Pair	17.96	17.96	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-13	2916	750615131	15Z5	3	48.8365292146,2.28976021626
519404D20111208114339	LIVRAISON_BUS	Livraison_BUS	8	8J	4	RUE	LA_BOETIE	Pair	48,98320104	48,98320104	Presente	Avec_panonceau	SH_Non-conforme	19:30	07:30	09:30	16:30	2020-08-14	2020-08-26	5110	750602222	08Z3	5	48.8741627362,2.31698607288
4738	INTERDIT	Stationnement_genant	16	16N	2.40			Pair	48.32	48.32	Presente	Avec_panonceau	Conforme					2020-08-31	2017-09-13	9853	750595059	16Z3	4	48.8604793097,2.27990733543
315203G20101117122703	INTERDIT	Arret_vigipirate_perennise	19	19H	2.40	RUE	EDOUARD_PAILLERON	Impair	65.94	65.94	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-06	3176	1750600130	19Z4	6	48.8811210075,2.3781780017
4742	INTERDIT	Stationnement_simple	16	16N	2.40			Impair	3.30	3.30	Presente	Absente	Conforme					2020-08-10	2020-08-21	2344	1750595052	16Z3	4	48.8604810347,2.27855030254
561201G20111208093144	INTERDIT	Stationnement_genant	20	20E	2.40	RUE	LESAGE	Impair	28.53	28.53	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-15	5545	1750602806	20Z1	7	48.8723726563,2.38208138286
4810	INTERDIT	Stationnement_genant	16	16P	2.40			Pair	9.61	9.61	Absente	Absente	SV_Non-conforme					2020-08-11	2020-08-24	8068	750608788	16Z4	4	48.8557084353,2.28101482386
862301D20140310130023	INTERDIT	Arret_vigipirate_perennise	1	1E	4.00	RUE	SAINT_GERMAIN_L_AUXERROIS	Pair	33.58	33.58	Presente	Avec_panonceau	Conforme					2020-08-31	2017-07-11	8848	750607975	01Z2	1	48.8581629308,2.34535830228
4926	INTERDIT	Stationnement_genant	18	18S	2,4			Impair	8,35871265	8,35871265	Absente	Avec_panonceau	Conforme	05:00	19:00			2020-08-31	2017-09-19	8125	1750596333	18Z5	5	48.8991779126,2.33925528892
815603D20110901135854	INTERDIT	Stationnement_genant	20	20G	2.40	RUE_DU	REPOS	Pair	75.70	75.70	Absente	Avec_panonceau	Conforme					2020-08-31	2017-07-18	8143	750607617	20Z4	7	48.8593150281,2.39103951607
4974	INTERDIT	Arret_genant_divers	17	17T	2.40			Impair	160.00	160.00	Absente	Avec_panonceau	Conforme					2020-08-25	2020-09-03	918	750597440	17ZB	5	48.8918353433,2.30786239504
335406G20101213143846	INTERDIT	Stationnement_genant	14	14G	2.40	AVENUE	ERNEST_REYER	Impair	70.38	70.38	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-24	3385	1750618624	14Z2B	2	48.8225500302,2.3233551468
5027	INTERDIT	Stationnement_genant	13	13H	2.40			Pair	74.69	74.69	Absente	Absente	SV_Non-conforme					2020-07-09	2020-07-24	1312	750595544	13Z1	8	48.8355508269,2.34648733911
960301D20140115152218	INTERDIT	Stationnement_simple	16	16Y	2.40	RUE_DE	VARIZE	Pair	12.75	12.75	Presente	Absente	Conforme					2020-08-31	2017-09-22	9656	750595148	16Z5	4	48.8404323476,2.25800556117
286401D20140219093633	INTERDIT	Stationnement_simple	20	20R	2.40	RUE_DU	DOCTEUR_PAQUELIN	Pair	12.37	12.37	Presente	Absente	Conforme					2020-08-31	2017-10-02	2886	750603796	20Z3	7	48.8689558378,2.40228338689
722816D20140219100506	INTERDIT	Stationnement_genant				RUE	PELLEPORT	Pair	10.12	10.12	Absente	Avec_panonceau	Conforme					2020-07-29	2020-08-13	7177	750603209			48.8717997516,2.39841827896
234701D20111012150010	INTERDIT	Arret_genant_divers				RUE	CORTAMBERT	Pair	21.53	21.53	Abime	Abime	SV_Non-conforme					2020-08-31	2017-12-06	2344	750606869			48.8620240026,2.28011419545
067703D20111025163432	INTERDIT	Arret_vigipirate_perennise	12	12F	2.40	RUE	BARON_LE_ROY	Pair	26.14	26.14	Absente	Avec_panonceau	Conforme					2020-08-31	2017-05-31	664	750615981	12ZD	8	48.8345418527,2.38807956245
812401G20101019091316	INTERDIT	Stationnement_genant	19	19J	2.40	RUE	REMY_DE_GOURMONT	Impair	83.46	83.46	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-29	8113	1750601008	19Z5	6	48.8773956714,2.37727309374
828907D20110817155015	INTERDIT	Stationnement_genant	9	9F	4.00	RUE_DE	ROCHECHOUART	Pair	67.80	67.80	Presente	Avec_panonceau	Conforme					2020-08-31	2017-07-18	8266	750600188	2	1	48.8805082074,2.34640175534
022205D20140317101616	INTERDIT	Stationnement_genant	19	19L	2.40	RUE_DES	ALOUETTES	Pair	54.23	54.23	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-09	235	750600513	19Z6	6	48.8791487376,2.38578129935
5094	INTERDIT	Stationnement_genant	17	17R	2.40			Impair	13.51	13.51	Absente	Absente	SV_Non-conforme					2020-08-27	2020-09-03	1839	1750598318	17ZJ	5	48.8878767007,2.31682969749
5099	INTERDIT	Stationnement_genant	17	17R	2.40			Pair	13.63	13.63	Absente	Absente	SV_Non-conforme					2020-08-27	2020-09-03	1839	750598318	17ZJ	5	48.8879208454,2.3168906536
5144	LIVRAISON_BUS	Livraison_BUS	18	18P	2,4			Pair	82,6650435	82,66504349	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	17:30	2020-08-26	2020-09-03	8941	750597044	18Z7	5	48.8944539271,2.32800318991
5125	INTERDIT	Arret_vigipirate_perennise	17	17U	2.40			Impair	39.20	39.20	Absente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	444	1750596891	17ZA	5	48.8951398151,2.32749804387
5129	INTERDIT	Arret_genant_divers	17	17U	2.40			Pair	35.33	35.33	Presente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	4813	750597061	17ZA	5	48.8952559994,2.32646511115
5161	INTERDIT	Stationnement_genant	17	17P	2.40			Impair	5.81	5.81	Absente	Absente	SV_Non-conforme					2020-08-25	2020-09-03	8482	1750598038	17ZB	5	48.8887482438,2.30887963889
5193	INTERDIT	Stationnement_genant	17	17G	2.40			Pair	27.27	27.27	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-25	8638	750594296	17ZD	5	48.886425388,2.28970363339
5195	INTERDIT	Stationnement_genant	17	17M	2.40			Inconnu	2.80	2.80	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-25	8638	750598530	17ZD	5	48.8866172432,2.29031148813
5203	LIVRAISON_BUS	Livraison_BUS	17	17G	2.40			Impair	16.15	16.15	Presente	Avec_panonceau	SH_Non-conforme					2020-08-28	2020-09-02	7611	1750594299	17ZD	5	48.8858568703,2.28939638106
5279	INTERDIT	Stationnement_genant	15	15U	2.40			Inconnu	53.06	53.06	Absente	Absente	SV_Non-conforme					2020-08-07	2020-08-20	7692	1750616408	15Z6	3	48.8323322334,2.2884408264
5299	INTERDIT	Stationnement_genant	18	18K	2.40			Pair	24.30	24.30	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-26	9440	750596870	18Z1	5	48.8953027383,2.36349293664
5346	INTERDIT	Stationnement_genant	14	14H	2.40			Inconnu	74.30	74.30	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-27	315	750618974	14Z3B	2	48.8197997123,2.3335275855
5329	INTERDIT	Stationnement_genant						Pair	81.58	81.58	Absente	Absente	SV_Non-conforme					1970-01-01	2017-09-27	Z533	750617313			48.8333753482,2.41341394691
5331	INTERDIT	Stationnement_genant	21	NR	Gratuit			Impair	14.08	14.08	Absente	Absente	SV_Non-conforme					1970-01-01	2017-09-27	Z533	1750617313	NR	8	48.8335823829,2.41271420792
5359	INTERDIT	Stationnement_genant	18	18P	2.40			Impair	73.98	73.98	Absente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	9165	1750596939	18Z7	5	48.8949783579,2.32932935317
6210	INTERDIT	Stationnement_genant	19	19F	2.40			Impair	133.30	133.30	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-12	8573	1750597095	19Z2	6	48.8959082462,2.39363734625
6283	INTERDIT	Arret_simple	20	20N	2.40			Pair	53.86	53.86	Presente	Absente	Conforme					2020-08-31	2017-10-12	6513	750601347	20Z3	7	48.8766851538,2.40707858469
6312	INTERDIT	Stationnement_genant	4	4E	4.00			Impair	21.67	21.67	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-12	1804	1750609278	04Z3	1	48.8542599602,2.36012718014
6291	INTERDIT	Stationnement_genant	18	18J	2.40			Impair	17.16	17.16	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-12	8223	1750597726	18Z1	5	48.8898770896,2.36378711787
6332	INTERDIT	Stationnement_genant	19	19F	2.40			Impair	14.23	14.23	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-12	6612	1750597400	19Z2	6	48.8921832776,2.38143581576
6348	INTERDIT	Stationnement_genant	19	19F	2.40			Inconnu	45.43	45.43	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-13	3290	1750593751	19Z2	6	48.9015444881,2.38670937122
484503D20110809143916	INTERDIT	Stationnement_genant	11	11F	4.00	AVENUE	JEAN_AICARD	Inconnu	68.02	68.02	Absente	Absente	SV_Non-conforme					2020-08-31	2017-07-19	4759	1750605313	11Z2	7	48.866055662,2.38072713322
6383	INTERDIT	Arret_genant_divers	20	20K	2.40			Impair	31.70	31.70	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-13	6691	1750607820	20Z5	7	48.8584358169,2.40929595101
686010G20101207080325	INTERDIT	Stationnement_genant	14	14P	2.40	AVENUE_DE_L	OBSERVATOIRE	Impair	36.16	36.16	Absente	Avec_panonceau	Conforme					2020-08-31	2017-08-21	6805	1750614996	14Z4B	2	48.8371245277,2.33663163515
6411	INTERDIT	Arret_vigipirate_perennise	4	34F	4.00			Pair	16.50	16.50	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-16	7292	750610303	04Z3	1	48.8517943703,2.36296528506
385002D20140228154734	INTERDIT	Arret_genant_divers	18	18S	2.40	RUE	FREDERIC_SCHNEIDER	Pair	12.31	12.31	Presente	Avec_panonceau	Conforme					2020-07-01	2021-04-14	3861	750596442	18Z5	5	48.8990756581,2.33912404573
6429	INTERDIT	Arret_vigipirate_perennise	19	19K	2.40			Impair	14.49	14.49	Presente	Abime	SV_Non-conforme					2020-08-31	2017-10-16	4405	1750598667	19Z3	6	48.8866634194,2.38990449969
925305G20110909163316	INTERDIT	Arret_simple	16	16U	2.40	AVENUE	THEOPHILE_GAUTIER	Inconnu	17.85	17.85	Presente	Absente	Conforme					2020-08-11	2020-08-18	9231	1750611389	16Z4	4	48.8483396683,2.27010397802
6417	INTERDIT	Stationnement_genant	20	20M	2.40			Pair	62.07	62.07	Absente	Avec_panonceau	Conforme					2020-07-24	2020-08-18	7142	750602655	20Z2	7	48.8725475347,2.39738612873
791301D20111213101325	INTERDIT	Arret_vigipirate_perennise	3	3E	4.00	RUE_DES	QUATRE_FILS	Pair	31.05	31.05	Absente	Avec_panonceau	Conforme					2020-07-16	2020-08-06	7911	750607310	03Z3	1	48.8602968115,2.36013771728
196610G20100429132029	INTERDIT	Stationnement_genant				RUE_DU	CHEMIN_VERT	Impair	32.33	32.33	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-08	1960	1750607365			48.859890843,2.37720356476
249603G20111201122337	INTERDIT	Stationnement_genant	18	18L	2.40	RUE	CUSTINE	Impair	54.51	54.51	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-31	2492	1750597973	18Z3	5	48.888994769,2.34568613
962461D20111123105419	INTERDIT	Stationnement_genant	15	15V	2.40	RUE_DE	VAUGIRARD	Inconnu	6.24	6.24	Presente	Absente	SV_Non-conforme					2020-08-31	2017-11-16	2452	1750615979	15Z6	3	48.8339939349,2.29017324511
244323G20101108124829	INTERDIT	Stationnement_genant				RUE_DE	CRIMEE	Impair	40.53	40.53	Absente	Abime	SV_Non-conforme					2020-08-31	2017-10-19	2437	1750597319			48.8923995741,2.37474352503
